21,13
21,14
21,15
21,16
34,143
34,144
35,151
35,152
35,153
35,154
35,155
36,156
36,157
36,158
36,159
36,160
36,161
36,162
36,163
38,174
38,175
43,181
43,182
44,183
44,184
46,181
46,182
46,183
46,184
33,137
33,138
33,139
33,140
33,141
33,142
33,143
33,144
33,145
33,146
33,147
33,148
33,149
33,150
33,151
33,152
33,153
33,154
33,155
33,156
33,157
33,158
33,159
33,160
33,161
33,162
33,163
68,137
68,138
68,139
68,140
68,141
68,142
68,143
68,144
68,145
68,146
68,147
68,148
68,149
68,150
68,151
68,152
68,153
68,154
68,155
68,156
68,157
68,158
68,159
68,160
68,161
68,162
68,163
49,167
49,168
49,170
49,171
49,172
49,176
49,178
50,148
50,151
50,152
50,153
69,137
69,138
69,139
69,140
69,141
69,142
69,143
69,144
69,145
69,146
69,147
69,148
69,149
69,150
69,151
69,152
69,153
69,154
69,155
69,156
69,157
69,158
69,159
69,160
69,161
69,162
69,163
70,137
70,138
70,139
70,140
70,141
70,142
70,143
70,144
70,145
70,146
70,147
70,148
70,149
70,150
70,151
70,152
70,153
70,154
70,155
70,156
70,157
70,158
70,159
70,160
70,161
70,162
70,163
54,143
54,144
54,147
54,149
54,150
71,137
71,138
71,139
71,140
71,141
71,142
71,143
71,144
71,145
71,146
71,147
71,148
71,149
71,150
71,151
71,152
71,153
71,154
71,155
71,156
71,157
71,158
71,159
71,160
71,161
71,162
71,163
57,138
57,141
57,142
57,160
57,161
57,162
57,163
72,137
72,138
72,139
72,140
72,141
72,142
72,143
72,144
72,145
72,146
72,147
72,148
72,149
72,150
72,151
72,152
72,153
72,154
72,155
72,156
72,157
72,158
72,159
72,160
72,161
72,162
72,163
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,47
13,35
13,36
13,37
13,38
13,41
13,42
13,43
13,44
13,45
13,46
78,5
78,6
78,7
78,8
8,3
8,4
8,5
8,6
8,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,28
8,29
8,30
8,31
8,32
8,33
8,34
8,39
8,40
8,79
8,80
8,81
8,82
8,83
8,84
8,87
8,88
8,89
8,90
8,116
8,216
8,217
8,218
8,219
8,220
8,221
8,222
8,223
8,224
8,225
8,226
8,227
29,3
29,4
29,5
29,6
29,7
29,8
29,9
29,10
29,11
29,12
29,13
29,14
29,15
29,16
29,17
29,18
29,19
29,20
29,21
29,22
29,23
29,24
29,25
29,28
29,29
29,30
29,31
29,32
29,33
29,34
29,35
29,36
29,37
29,38
29,39
29,40
29,41
29,42
29,43
29,44
29,45
29,46
29,47
29,79
29,80
29,81
29,82
29,83
29,84
29,87
29,88
29,89
29,90
29,116
29,216
29,217
29,218
29,219
29,220
29,221
29,222
29,223
29,224
29,225
29,226
29,227
79,3
79,4
79,5
79,6
79,7
79,8
79,9
79,10
79,11
79,12
79,13
79,14
79,15
79,16
79,28
79,29
79,30
79,31
79,32
79,33
79,34
79,39
79,40
80,216
80,217
80,218
80,219
80,220
80,221
80,222
80,223
80,224
80,225
80,226
80,227
81,3
81,4
81,9
81,10
81,11
81,12
81,13
81,14
81,15
81,16
81,28
81,29
81,33
81,34
81,39
81,40
82,5
82,6
82,7
82,8
82,30
82,31
82,32
82,216
82,217
82,218
82,219
82,220
82,221
82,222
82,223
82,224
82,225
82,226
82,227
83,79
83,80
83,81
83,82
83,83
83,84
83,87
83,88
83,89
83,90
83,116
84,3
84,4
84,5
84,6
84,7
84,8
84,9
84,10
84,11
84,12
84,13
84,14
84,15
84,16
84,28
84,29
84,30
84,31
84,32
84,33
84,34
84,39
84,40
84,216
84,217
84,218
84,219
84,220
84,221
84,222
84,223
84,224
84,225
84,226
84,227
85,3
85,4
86,216
86,217
86,218
87,9
87,10
87,11
87,12
88,28
88,29
88,30
88,31
88,32
88,33
88,34
89,219
89,220
89,221
89,222
90,223
90,224
90,225
90,226
90,227
91,79
91,80
91,81
91,82
91,83
91,84
92,87
92,88
92,89
92,90
93,39
93,40
115,35
115,36
115,37
115,38
116,43
116,44
116,45
116,46
94,80
94,84
94,87
94,88
94,89
94,90
96,3
96,4
96,5
96,6
96,7
96,8
96,9
96,10
96,11
96,12
96,13
96,14
96,15
96,16
96,17
96,18
96,19
96,20
96,21
96,22
96,23
96,24
96,25
96,28
96,29
96,30
96,31
96,32
96,33
96,34
96,39
96,40
96,47
96,79
96,80
96,81
96,82
96,83
96,84
96,87
96,88
96,89
96,90
96,116
96,216
96,217
96,218
96,219
96,220
96,221
96,222
96,223
96,224
96,225
96,226
96,227
97,5
97,6
97,7
97,30
97,31
97,32
98,216
98,217
98,218
98,219
98,220
98,221
98,222
98,223
98,224
98,225
98,226
98,227
99,3
99,4
99,5
99,6
99,7
99,8
99,9
99,10
99,11
99,12
99,13
99,14
99,15
99,16
99,28
99,29
99,30
99,31
99,32
99,33
99,34
99,39
99,40
99,79
99,80
99,81
99,82
99,83
99,84
99,87
99,88
99,89
99,90
99,116
99,216
99,217
99,218
99,219
99,220
99,221
99,222
99,223
99,224
99,225
99,226
99,227
100,79
100,81
100,82
100,83
100,116
101,3
101,4
101,5
101,6
101,7
101,8
101,9
101,10
101,11
101,12
101,13
101,14
101,15
101,16
101,17
101,18
101,19
101,20
101,21
101,22
101,23
101,24
101,25
101,28
101,29
101,30
101,31
101,32
101,33
101,34
101,35
101,36
101,37
101,38
101,39
101,40
101,41
101,42
101,43
101,44
101,45
101,46
101,47
101,79
101,80
101,81
101,82
101,83
101,84
101,87
101,88
101,89
101,90
101,116
101,216
101,217
101,218
101,219
101,220
101,221
101,222
101,223
101,224
101,225
101,226
101,227
102,3
102,4
102,5
102,6
102,7
102,8
102,9
102,10
102,11
102,12
102,13
102,14
102,15
102,16
102,28
102,29
102,30
102,31
102,32
102,33
102,34
102,39
102,40
102,79
102,80
102,81
102,82
102,83
102,84
102,87
102,88
102,89
102,90
102,116
102,216
102,217
102,218
102,219
102,220
102,221
102,222
102,223
102,224
102,225
102,226
102,227
103,8
103,33
103,34
103,39
103,40
104,3
104,4
104,5
104,6
104,7
104,8
104,9
104,10
104,11
104,12
104,13
104,14
104,15
104,16
104,17
104,18
104,19
104,20
104,21
104,22
104,23
104,24
104,25
104,28
104,29
104,30
104,31
104,32
104,33
104,34
104,39
104,40
104,47
104,79
104,80
104,81
104,82
104,83
104,84
104,87
104,88
104,89
104,90
104,116
104,216
104,217
104,218
104,219
104,220
104,221
104,222
104,223
104,224
104,225
104,226
104,227
105,3
105,4
105,5
105,6
105,7
105,8
105,9
105,10
105,11
105,12
105,13
105,14
105,15
105,16
105,17
105,18
105,19
105,20
105,21
105,22
105,23
105,24
105,25
105,28
105,29
105,30
105,31
105,32
105,33
105,34
105,39
105,40
105,47
105,79
105,80
105,81
105,82
105,83
105,84
105,87
105,88
105,89
105,90
105,116
105,216
105,217
105,218
105,219
105,220
105,221
105,222
105,223
105,224
105,225
105,226
105,227
106,3
106,4
106,5
106,6
106,7
106,8
106,9
106,10
106,11
106,12
106,13
106,14
106,15
106,16
106,17
106,18
106,19
106,20
106,21
106,22
106,23
106,24
106,25
106,28
106,29
106,30
106,31
106,32
106,33
106,34
106,35
106,36
106,37
106,38
106,39
106,40
106,41
106,42
106,43
106,44
106,45
106,46
106,47
106,79
106,80
106,81
106,82
106,83
106,84
106,87
106,88
106,89
106,90
106,116
106,216
106,217
106,218
106,219
106,220
106,221
106,222
106,223
106,224
106,225
106,226
106,227
107,3
107,4
107,5
107,6
107,7
107,8
107,9
107,10
107,11
107,12
107,13
107,14
107,15
107,16
107,17
107,18
107,19
107,20
107,21
107,22
107,23
107,24
107,25
107,28
107,29
107,30
107,31
107,32
107,33
107,34
107,35
107,36
107,37
107,38
107,39
107,40
107,41
107,42
107,43
107,44
107,45
107,46
107,47
107,79
107,80
107,81
107,82
107,83
107,84
107,87
107,88
107,89
107,90
107,116
107,216
107,217
107,218
107,219
107,220
107,221
107,222
107,223
107,224
107,225
107,226
107,227
108,3
108,4
108,5
108,6
108,7
108,8
108,9
108,10
108,11
108,12
108,13
108,14
108,15
108,16
108,28
108,29
108,30
108,31
108,32
108,33
108,34
108,39
108,40
108,79
108,80
108,81
108,82
108,83
108,84
108,87
108,88
108,89
108,90
108,116
108,216
108,217
108,218
108,219
108,220
108,221
108,222
108,223
108,224
108,225
108,226
108,227
109,3
109,4
109,5
109,6
109,7
109,8
109,9
109,10
109,11
109,12
109,13
109,14
109,15
109,16
109,28
109,29
109,30
109,31
109,32
109,33
109,34
109,39
109,40
109,79
109,80
109,81
109,82
109,83
109,84
109,87
109,88
109,89
109,90
109,116
109,216
109,217
109,218
109,219
109,220
109,221
109,222
109,223
109,224
109,225
109,226
109,227
110,3
110,4
110,5
110,6
110,7
110,8
110,9
110,10
110,11
110,12
110,13
110,14
110,15
110,16
110,17
110,18
110,19
110,20
110,21
110,22
110,23
110,24
110,25
110,28
110,29
110,30
110,31
110,32
110,33
110,34
110,35
110,36
110,37
110,38
110,39
110,40
110,41
110,42
110,43
110,44
110,45
110,46
110,47
110,79
110,80
110,81
110,82
110,83
110,84
110,87
110,88
110,89
110,90
110,116
110,216
110,217
110,218
110,219
110,220
110,221
110,222
110,223
110,224
110,225
110,226
110,227
111,17
111,18
111,19
111,20
111,21
111,22
111,23
111,24
111,25
111,35
111,36
111,37
111,38
111,41
111,42
111,43
111,44
111,45
111,46
111,47
114,3
114,4
114,5
114,6
114,7
114,8
114,9
114,10
114,11
114,12
114,13
